0.000596	0
0.007147	0
0.011058	0
0.014371	1
0.017539	2
0.021362	2
0.024625	3
0.028738	4
0.032522	5
0.036083	6
0.040317	8
0.043692	9
0.046838	11
0.050853	12
0.054394	14
0.057644	16
0.061463	18
0.064837	19
0.068775	22
0.071941	24
0.075401	26
0.079565	28
0.083693	30
0.086855	33
0.090887	35
0.094461	38
0.098533	40
0.101658	42
0.105117	45
0.108765	47
0.111997	50
0.115424	52
0.119603	55
0.122910	58
0.126395	61
0.130601	64
0.135085	66
0.138726	69
0.141940	72
0.145462	74
0.149611	78
0.152884	80
0.160468	86
0.163921	89
0.167232	92
0.171209	94
0.174968	98
0.178808	100
0.181965	104
0.186594	108
0.190783	110
0.194147	113
0.197448	116
0.201462	119
0.205101	122
0.208783	124
0.211967	127
0.215427	130
0.219596	134
0.222892	136
0.226382	140
0.230562	143
0.235497	147
0.239632	150
0.242931	153
0.246439	156
0.250782	159
0.254255	162
0.257546	166
0.261427	168
0.264818	171
0.268790	174
0.271991	177
0.275513	180
0.279685	183
0.282957	187
0.287381	190
0.291377	193
0.294809	196
0.298769	199
0.302024	202
0.305409	205
0.309479	208
0.312813	211
0.316382	215
0.320557	218
0.324006	220
0.328775	224
0.332026	227
0.336720	232
0.340923	234
0.344447	238
0.347757	241
0.351886	244
0.355426	247
0.359539	250
0.362873	253
0.366431	257
0.370618	260
0.373944	262
0.377328	266
0.381208	268
0.384759	272
0.389776	276
0.393036	278
0.396553	282
0.400777	285
0.404277	288
0.408752	292
0.411971	294
0.415486	297
0.419651	300
0.422909	304
0.426405	307
0.430701	310
0.433966	313
0.439524	318
0.442870	320
0.446437	324
0.450629	327
0.453992	330
0.457333	333
0.461395	336
0.464813	339
0.468798	342
0.471978	345
0.475453	348
0.479688	351
0.483007	354
0.486506	358
0.491406	361
0.494821	364
0.498745	368
0.501964	370
0.505457	373
0.509647	376
0.512906	380
0.516378	383
0.520599	386
0.523962	389
0.527329	392
0.531344	395
0.534803	398
0.539967	402
0.543231	405
0.546828	409
0.551038	412
0.554587	415
0.558743	418
0.561945	421
0.565396	424
0.569624	427
0.572929	430
0.576443	434
0.580764	437
0.584265	440
0.587546	444
0.592340	446
0.595875	450
0.600145	453
0.603676	456
0.607006	460
0.611129	462
0.614730	465
0.618753	468
0.621963	472
0.625426	474
0.629641	478
0.633017	481
0.636489	485
0.641858	488
0.645368	491
0.649519	494
0.652833	498
0.656336	501
0.660579	504
0.663907	507
0.667315	510
0.671330	513
0.674800	516
0.678772	519
0.682037	522
0.685480	525
0.690032	529
0.693390	532
0.696968	536
0.701090	538
0.704715	541
0.708792	544
0.711996	547
0.715425	550
0.719599	554
0.722944	557
0.726425	560
0.730630	563
0.734060	566
0.737460	570
0.742354	573
0.746327	577
0.750564	580
0.754011	583
0.757321	586
0.761334	589
0.764794	592
0.768778	595
0.772001	598
0.775526	601
0.779648	604
0.782916	607
0.786442	611
0.791410	614
0.794812	617
0.798787	620
0.801993	623
0.805495	626
0.809683	630
0.812948	632
0.816467	636
0.820717	639
0.824035	642
0.827365	645
0.831409	648
0.834870	651
0.838800	654
0.842890	658
0.846933	662
0.851075	664
0.854550	668
0.858629	671
0.861925	674
0.865468	676
0.869601	680
0.872904	684
0.876781	687
0.880884	690
0.884534	692
0.888710	696
0.892435	700
0.896286	702
0.900374	706
0.903937	710
0.908771	713
0.911996	716
0.915558	719
0.919647	722
0.922920	726
0.926608	729
0.930826	732
0.934437	735
0.937713	738
0.941848	742
0.946335	746
0.951036	749
0.954502	752
0.958746	755
0.962017	758
0.965495	761
0.969634	764
0.972938	767
0.976456	771
0.981007	774
0.984481	777
0.988713	780
0.991943	784
0.996314	788
1.000491	790
1.003993	794
1.007322	797
1.011339	800
1.014756	802
1.018754	806
1.022003	808
1.025539	812
1.029710	815
1.032953	818
1.036508	822
1.040627	824
1.044597	828
1.048771	831
1.052026	834
1.055601	837
1.059728	840
1.062998	843
1.066516	847
1.070748	850
1.074145	852
1.077529	856
1.081574	858
1.085061	862
1.088757	865
1.091984	868
1.096416	872
1.100601	875
1.103982	878
1.107318	881
1.111337	884
1.114848	887
1.118792	890
1.121992	893
1.125431	896
1.129712	899
1.133002	902
1.136489	906
1.140628	908
1.144136	912
1.148779	915
1.151968	918
1.156262	922
1.160486	925
1.163970	928
1.167240	932
1.171141	934
1.174698	937
1.178760	940
1.182000	943
1.185437	946
1.189633	950
1.192887	952
1.196756	956
1.200847	959
1.205727	964
1.210352	967
1.213877	970
1.217221	974
1.221201	976
1.224629	979
1.228755	982
1.232000	985
1.235423	988
1.239655	992
1.242937	994
1.246444	999
1.251374	1001
1.255590	1006
1.260521	1009
1.263985	1012
1.267317	1016
1.271167	1018
1.274629	1021
1.278777	1024
1.281996	1027
1.285409	1030
1.289586	1034
1.292906	1036
1.296439	1041
1.301370	1044
1.304799	1046
1.308752	1050
1.311994	1052
1.315460	1055
1.319613	1059
1.322908	1062
1.326927	1066
1.331162	1068
1.334610	1072
1.338761	1075
1.342004	1078
1.345567	1081
1.350473	1085
1.353943	1088
1.357339	1092
1.361978	1094
1.365458	1098
1.369647	1101
1.372955	1106
1.380254	1110
1.383748	1113
1.387158	1116
1.391166	1119
1.394619	1122
1.398629	1130
1.408824	1134
1.418792	1142
1.422141	1146
1.428787	1151
1.438744	1159
1.442024	1162
1.447175	1167
1.451586	1170
1.455154	1173
1.459411	1177
1.463070	1180
1.466572	1184
1.470736	1186
1.474124	1189
1.477554	1193
1.481556	1196
1.485023	1198
1.488780	1202
1.491991	1204
1.502197	1213
1.507246	1218
1.513941	1223
1.517521	1226
1.521568	1230
1.525564	1232
1.529696	1236
1.532989	1239
1.536493	1242
1.540810	1246
1.544394	1248
1.547717	1252
1.551837	1256
1.556338	1258
1.560469	1262
1.563886	1266
1.567686	1269
1.571639	1272
1.575240	1274
1.579375	1278
1.582733	1281
1.586273	1284
1.590514	1288
1.593903	1290
1.597236	1294
1.601202	1297
1.605501	1300
1.609674	1304
1.612923	1306
1.616480	1310
1.620749	1313
1.624125	1316
1.627570	1320
1.631516	1322
1.635001	1325
1.638794	1328
1.642010	1331
1.645461	1334
1.649668	1337
1.652997	1341
1.657397	1344
1.661323	1347
1.664806	1351
1.669532	1354
1.672877	1357
1.676346	1360
1.680574	1364
1.683941	1366
1.687324	1370
1.691169	1372
1.694722	1376
1.698746	1379
1.701981	1382
1.706352	1386
1.710562	1389
1.713947	1392
1.717332	1395
1.721365	1398
1.724802	1401
1.728820	1404
1.731983	1407
1.735433	1410
1.739634	1413
1.742898	1416
1.746385	1420
1.750610	1423
